薬品名：,
期間：,2025/ 5/ 1～2025/12/ 8
回転数：,0以下
薬価：,
使用期限：,
経過措置：,なし
管理区分：,すべて
余剰在庫金額：,502132円
No.,管理区分,薬品名,剤区分,薬価,全在庫数,回転数,経過措置日,使用期限,ロット番号,在庫数量,原価,金額,登録,登録数,備考
215,調剤,ユベラＮソフトカプセル２００ｍｇ,,6.80,144,0.00,,2027/ 4,45R01F,100,6.80,680,0,,
216,調剤,ユベラＮソフトカプセル２００ｍｇ,,6.80,144,0.00,,2027/ 3,44R06F,44,6.80,299,0,,
217,調剤,ヨーデルＳ糖衣錠－８０　８０ｍｇ,,6.10,120,0.00,,2027/ 2,40305A,100,4.72,472,0,,
218,調剤,ヨーデルＳ糖衣錠－８０　８０ｍｇ,,6.10,120,0.00,,2026/12,40103B,20,4.72,94,0,,
219,調剤,ラタノプロスト点眼液０．００５％「ニッテン」,,151.00,50,0.00,,2028/ 8,L2599F,50,151,7550,0,,
220,調剤,ラックビー錠,,6.10,79,0.00,,2026/10,OT3R,79,4.46,352,0,,
221,調剤,リスペリドン錠０．５ｍｇ「アメル」,劇薬,10.40,48,0.00,,2027/ 1,2403,48,7.21,346,0,,
222,調剤,リスペリドン内用液１ｍｇ／ｍＬ「ヨシトミ」　０．１％,劇薬,27.30,34,0.00,,, ,34,23.32,793,0,,
223,調剤,リセドロン酸Ｎａ錠１７．５ｍｇ「サワイ」,劇薬,93.20,49,0.00,,2026/ 8,X23901,20,74.60,1492,0,,
224,調剤,リセドロン酸Ｎａ錠１７．５ｍｇ「サワイ」,劇薬,93.20,49,0.00,,2026/11,X23Y01,20,74.60,1492,0,,
225,調剤,リセドロン酸Ｎａ錠１７．５ｍｇ「サワイ」,劇薬,93.20,49,0.00,,, ,9,74.60,671,0,,
226,調剤,リピトール錠５ｍｇ,,17.20,90,0.00,,2026/11,23017N1,90,14.47,1302,0,,
227,調剤,リフヌア錠４５ｍｇ,,187.40,126,0.00,,2026/ 7,X028811,126,166.97,21038,0,,
228,調剤,ルセフィ錠２．５ｍｇ,,130.90,94,0.00,,2026/11,013A1,94,127.62,11996,0,,
229,調剤,レキソタン錠５　５ｍｇ,向3,7.00,105,0.00,,2029/ 3,24328S1,105,5.97,627,0,,
230,調剤,レスプレン錠２０ｍｇ,,10.80,23,0.00,,2027/ 7, 22G010G,23,5.35,123,0,,
231,調剤,レボトミン錠２５ｍｇ,,8.60,28,0.00,,2027/ 1,J753,28,7.65,214,0,,
232,調剤,レボノルゲストレル錠１．５ｍｇ「Ｆ」,,0.00,1,0.00,,2026/ 1,BA23A,1,3850,3850,0,,
233,調剤,レボフロキサシン内用液２５０ｍｇトーワ１０ｍＬレボフロキサシン,,92.90,23,0.00,,2026/ 1,A0127,23,88.50,2036,0,,
234,調剤,ロイケリン散１０％,劇薬,93.60,20,0.00,,, ,20,79.04,1581,0,,
235,調剤,ロキソニンテープ５０ｍｇ　７ｃｍ×１０ｃｍ,,12.70,77,0.00,,, ,77,11.29,869,0,,
236,調剤,ロキソニン錠６０ｍｇ,,10.40,188,0.00,,2027/ 5,THA8565,188,7.29,1371,0,,
237,調剤,塩化ナトリウム「オーツカ」,,0.91,1710,0.00,,2028/11,3K85,1000,0.81,810,0,,
238,調剤,塩化ナトリウム「オーツカ」,,0.91,1710,0.00,,2027/ 6,2F76,400,0.81,324,0,,
239,調剤,塩化ナトリウム「オーツカ」,,0.91,1710,0.00,,, ,310,0.81,251,0,,
240,調剤,強力レスタミンコーチゾンコーワ軟膏,,11.90,10,0.00,,, ,10,10.36,104,0,,
241,調剤,酸化マグネシウム細粒８３％「ヨシダ」,,8.90,84,0.00,,2027/ 6,724823,84,8.94,751,0,,
242,調剤,炭酸水素ナトリウム（小堺）,,0.76,700,0.00,,2027/ 3,DC-21,500,0.44,220,0,,
243,調剤,炭酸水素ナトリウム（小堺）,,0.76,700,0.00,,, ,200,0.44,88,0,,
244,調剤,滅菌精製水（日興製薬）,,0.51,400,0.00,,, ,400,0.39,156,0,,
